id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
Z5-HHmdZJwABw5WWHffd-Q,genji-brighton,Genji,https://s3-media4.fl.yelpcdn.com/bphoto/3sAzj0SDt06dpTth3CgxzA/o.jpg,False,https://www.yelp.com/biz/genji-brighton?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",1.0,"{'latitude': 42.3429298, 'longitude': -71.1405563}",['delivery'],,"{'address1': '15 Washington St', 'address2': '', 'address3': '', 'city': 'Brighton', 'zip_code': '02135', 'country': 'US', 'state': 'MA', 'display_address': ['15 Washington St', 'Brighton, MA 02135']}",+16177388187,(617) 738-8187,5703.507263623443
CBYuRpX-CpjMLpLM1hQDAg,gyu-kaku-japanese-bbq-burlington-2,Gyu-Kaku Japanese BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/X6eFsB2I5t9EpmTFy8I4Yg/o.jpg,False,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-burlington-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,16,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 42.4843196, 'longitude': -71.2168111}",[],,"{'address1': '85 Middlesex Turnpike', 'address2': 'Ste 3010', 'address3': None, 'city': 'Burlington', 'zip_code': '01803', 'country': 'US', 'state': 'MA', 'display_address': ['85 Middlesex Turnpike', 'Ste 3010', 'Burlington, MA 01803']}",+17813651139,(781) 365-1139,19315.763112838442
K42kXrxX3NJMfB0muTnvZw,atlántico-boston-2,Atlántico,https://s3-media3.fl.yelpcdn.com/bphoto/iCKajCnR86_U4JzMT5thsg/o.jpg,False,https://www.yelp.com/biz/atl%C3%A1ntico-boston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,46,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,"{'latitude': 42.340024, 'longitude': -71.067618}",[],,"{'address1': '600 Harrison Ave', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02118', 'country': 'US', 'state': 'MA', 'display_address': ['600 Harrison Ave', 'Boston, MA 02118']}",+18572332898,(857) 233-2898,919.7494420218414
ZvocXszLPa2G4quoP_m7ow,bianca-chestnut-hill,Bianca,https://s3-media1.fl.yelpcdn.com/bphoto/XevtGzet_PR5oNTow9xtuQ/o.jpg,False,https://www.yelp.com/biz/bianca-chestnut-hill?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,49,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 42.322894, 'longitude': -71.16943333}","['pickup', 'delivery']",,"{'address1': '47 Boylston St', 'address2': '', 'address3': '', 'city': 'Chestnut Hill', 'zip_code': '02467', 'country': 'US', 'state': 'MA', 'display_address': ['47 Boylston St', 'Chestnut Hill, MA 02467']}",+18575768300,(857) 576-8300,8548.045509489219
o9DfCXqPQvzEPdBSaCBd1g,alcove-boston,Alcove,https://s3-media3.fl.yelpcdn.com/bphoto/QMP3N8qhmeHGmoQvdlop3A/o.jpg,False,https://www.yelp.com/biz/alcove-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,190,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 42.3666759, 'longitude': -71.0595845}",['delivery'],,"{'address1': '50 Lovejoy Wharf', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02114', 'country': 'US', 'state': 'MA', 'display_address': ['50 Lovejoy Wharf', 'Boston, MA 02114']}",+16172480050,(617) 248-0050,2334.3199751299626
o70uibX4QgIw_kcNkPQAXg,dabin-lexington,Dabin,https://s3-media4.fl.yelpcdn.com/bphoto/mgV8QMuZb9dSGpQzntEb3A/o.jpg,False,https://www.yelp.com/biz/dabin-lexington?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,120,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 42.4473991394043, 'longitude': -71.2286529541016}",['delivery'],$$,"{'address1': '10 Muzzey St', 'address2': 'Ste 1', 'address3': '', 'city': 'Lexington', 'zip_code': '02421', 'country': 'US', 'state': 'MA', 'display_address': ['10 Muzzey St', 'Ste 1', 'Lexington, MA 02421']}",+17818600171,(781) 860-0171,17020.952062848966
OztN9An_uaa38MZZ2K8a_g,wens-yunnan-noodle-and-ramen-boston-7,Wen's Yunnan Noodle & Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/hX-6yrJ19mh-q83R3c3p9g/o.jpg,False,https://www.yelp.com/biz/wens-yunnan-noodle-and-ramen-boston-7?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,244,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.0,"{'latitude': 42.34979, 'longitude': -71.082729}","['delivery', 'pickup']",$$,"{'address1': '247 Newbury St', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['247 Newbury St', 'Boston, MA 02116']}",+16172626688,(617) 262-6688,968.4311539329182
75r5DhL8I3iXlZ8K5nOpEw,bambara-cambridge,Bambara,https://s3-media2.fl.yelpcdn.com/bphoto/wMqZFuq8rrelPRF74M_YlQ/o.jpg,False,https://www.yelp.com/biz/bambara-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,310,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 42.3671414, 'longitude': -71.0756156}","['delivery', 'pickup']",$$,"{'address1': '25 Edwin H Land Blvd', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02141', 'country': 'US', 'state': 'MA', 'display_address': ['25 Edwin H Land Blvd', 'Cambridge, MA 02141']}",+16178684444,(617) 868-4444,2249.626187774825
FcWudzn4O2Jq2TwgY7RA2Q,matuya-asian-cuisine-brookline,Matuya Asian Cuisine,,False,https://www.yelp.com/biz/matuya-asian-cuisine-brookline?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",2.5,"{'latitude': 42.3388174921274, 'longitude': -71.134444847703}","['delivery', 'pickup']",$$,"{'address1': '696 Washington St', 'address2': '', 'address3': '', 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['696 Washington St', 'Brookline, MA 02446']}",+16177316700,(617) 731-6700,5317.887617597507
-WbJB0WpekI4apv3KrcTDQ,menya-jiro-cambridge,Menya Jiro,https://s3-media3.fl.yelpcdn.com/bphoto/YzK6WRPR19VsaevISy4qsg/o.jpg,False,https://www.yelp.com/biz/menya-jiro-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,63,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 42.37219421099951, 'longitude': -71.12087792027272}","['delivery', 'pickup']",$$,"{'address1': '57 John F Kennedy St', 'address2': None, 'address3': '', 'city': 'Cambridge', 'zip_code': '02138', 'country': 'US', 'state': 'MA', 'display_address': ['57 John F Kennedy St', 'Cambridge, MA 02138']}",+16179451002,(617) 945-1002,4895.34592518406
6dB2_doBzgx3SGkgyMA96g,kaju-tofu-house-allston-2,Kaju Tofu House,https://s3-media4.fl.yelpcdn.com/bphoto/45lHLcQh-pcKb5m3_UZgGQ/o.jpg,False,https://www.yelp.com/biz/kaju-tofu-house-allston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,680,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 42.35446, 'longitude': -71.13226}",['delivery'],$$,"{'address1': '58 Harvard Ave', 'address2': '', 'address3': '', 'city': 'Allston', 'zip_code': '02134', 'country': 'US', 'state': 'MA', 'display_address': ['58 Harvard Ave', 'Allston, MA 02134']}",+16172088540,(617) 208-8540,5062.473933610038
ZwZRd0vUKdHM_wK0SyQOYA,oyes-restaurant-and-bar-saugus,Oye's Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/X9xM04mGngGccAB4l1ZwXA/o.jpg,False,https://www.yelp.com/biz/oyes-restaurant-and-bar-saugus?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,69,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 42.499295, 'longitude': -71.014768}","['delivery', 'pickup']",$$,"{'address1': '44 Broadway', 'address2': '', 'address3': None, 'city': 'Saugus', 'zip_code': '01906', 'country': 'US', 'state': 'MA', 'display_address': ['44 Broadway', 'Saugus, MA 01906']}",+17816663836,(781) 666-3836,17467.162977646814
G5twlXIfAJaYqD7WE0J1sw,isoriginal-brookline-2,Is'Original,https://s3-media3.fl.yelpcdn.com/bphoto/EBx2aQa9v6xmpkiwrrdC5g/o.jpg,False,https://www.yelp.com/biz/isoriginal-brookline-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,341,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 42.33851, 'longitude': -71.13739}","['delivery', 'pickup']",$,"{'address1': '1671 Beacon St', 'address2': '', 'address3': '', 'city': 'Brookline', 'zip_code': '02445', 'country': 'US', 'state': 'MA', 'display_address': ['1671 Beacon St', 'Brookline, MA 02445']}",+16178790544,(617) 879-0544,5543.436746913605
g0hHa_-JIp8gRlo_2yblDg,new-style-asian-food-lynn,New Style Asian Food,https://s3-media3.fl.yelpcdn.com/bphoto/7YmiSepVmMpT_PqhLnSSRg/o.jpg,False,https://www.yelp.com/biz/new-style-asian-food-lynn?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,88,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}]",3.5,"{'latitude': 42.47936, 'longitude': -70.95616}","['delivery', 'pickup']",$$,"{'address1': '25 Boston St', 'address2': '', 'address3': '', 'city': 'Lynn', 'zip_code': '01904', 'country': 'US', 'state': 'MA', 'display_address': ['25 Boston St', 'Lynn, MA 01904']}",+17815961688,(781) 596-1688,17393.28779707385
kiLlyo7p0AHLxzAXmGh9jg,my-happy-hunan-kitchen-筷乐湘聚-brighton,My Happy Hunan Kitchen 筷乐湘聚,https://s3-media1.fl.yelpcdn.com/bphoto/9Dv0jXIigDMHJeg8sNV_rg/o.jpg,False,https://www.yelp.com/biz/my-happy-hunan-kitchen-%E7%AD%B7%E4%B9%90%E6%B9%98%E8%81%9A-brighton?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,45,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 42.33646, 'longitude': -71.14973}","['delivery', 'pickup']",,"{'address1': '1926 Beacon St', 'address2': None, 'address3': '', 'city': 'Brighton', 'zip_code': '02135', 'country': 'US', 'state': 'MA', 'display_address': ['1926 Beacon St', 'Brighton, MA 02135']}",+16173968268,(617) 396-8268,6578.883417007097
VH0Ib9S3E-dxbQdQC4rffg,mistral-boston,Mistral,https://s3-media2.fl.yelpcdn.com/bphoto/ea6vXd8SyxeuswXoCIKmrw/o.jpg,False,https://www.yelp.com/biz/mistral-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1011,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 42.3481578332115, 'longitude': -71.072759141675}",['delivery'],$$$$,"{'address1': '223 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['223 Columbus Ave', 'Boston, MA 02116']}",+16178679300,(617) 867-9300,129.4384877600692
expooI-n3P-brTBFKs2Qxg,ruckus-boston-2,Ruckus,https://s3-media3.fl.yelpcdn.com/bphoto/0NoPJxpgxhHoLLLnvlXtyg/o.jpg,False,https://www.yelp.com/biz/ruckus-boston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,223,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 42.3511499, 'longitude': -71.06076}","['delivery', 'pickup']",$$,"{'address1': '5 Tyler St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02111', 'country': 'US', 'state': 'MA', 'display_address': ['5 Tyler St', 'Boston, MA 02111']}",+18573053129,(857) 305-3129,937.9488353716646
XUepp8T9xSMBuvlEG_-DrQ,the-capital-grille-boston-3,The Capital Grille,https://s3-media1.fl.yelpcdn.com/bphoto/RU8Xnj3xdDuO5br5KJ9NzQ/o.jpg,False,https://www.yelp.com/biz/the-capital-grille-boston-3?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1004,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 42.3478110031284, 'longitude': -71.0851110928626}",[],$$$$,"{'address1': '900 Boylston St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02115', 'country': 'US', 'state': 'MA', 'display_address': ['900 Boylston St', 'Boston, MA 02115']}",+16172628900,(617) 262-8900,1139.6703167645894
Hox5Mo6sSSlzHa6ZxSAKmQ,ginger-exchange-express-arlington,Ginger Exchange Express,https://s3-media2.fl.yelpcdn.com/bphoto/Su2CBs9mp9YtL7suu1Rowg/o.jpg,False,https://www.yelp.com/biz/ginger-exchange-express-arlington?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,11,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 42.42358817260343, 'longitude': -71.1750244795036}","['delivery', 'pickup']",,"{'address1': '1181 Massachusetts Ave', 'address2': '', 'address3': None, 'city': 'Arlington', 'zip_code': '02476', 'country': 'US', 'state': 'MA', 'display_address': ['1181 Massachusetts Ave', 'Arlington, MA 02476']}",+17813168898,(781) 316-8898,11983.038503886375
LRoGBMa3gTurysflPxE5pQ,silk-road-uyghur-cuisine-brookline-2,Silk Road Uyghur Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/xQswRtMvvCkUeJBr73_Qkw/o.jpg,False,https://www.yelp.com/biz/silk-road-uyghur-cuisine-brookline-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,27,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 42.34157, 'longitude': -71.12493}","['delivery', 'pickup']",,"{'address1': '1398 Beacon St', 'address2': None, 'address3': '', 'city': 'Brookline', 'zip_code': '02446', 'country': 'US', 'state': 'MA', 'display_address': ['1398 Beacon St', 'Brookline, MA 02446']}",+16175056641,(617) 505-6641,4468.160632646215
xoYHXN7aTMAFB5flzIT-ag,turner-seafood-grill-melrose,Turner Seafood Grill,https://s3-media4.fl.yelpcdn.com/bphoto/s6fehORdaoGZxmNqUFcw_Q/o.jpg,False,https://www.yelp.com/biz/turner-seafood-grill-melrose?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,664,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 42.455642, 'longitude': -71.065269}",['delivery'],$$$,"{'address1': '506 Main St', 'address2': '', 'address3': '', 'city': 'Melrose', 'zip_code': '02176', 'country': 'US', 'state': 'MA', 'display_address': ['506 Main St', 'Melrose, MA 02176']}",+17816620700,(781) 662-0700,11996.867183267748
odX1Ddn_KXEc37JMLnwOTg,go-go-curry-cambridge-cambridge,Go Go Curry Cambridge,https://s3-media2.fl.yelpcdn.com/bphoto/ADueC-NYK2CCyIYfBBsRUg/o.jpg,False,https://www.yelp.com/biz/go-go-curry-cambridge-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,114,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'japacurry', 'title': 'Japanese Curry'}]",3.5,"{'latitude': 42.36502, 'longitude': -71.10274}",['pickup'],$$,"{'address1': '581 Massachusetts Ave', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['581 Massachusetts Ave', 'Cambridge, MA 02139']}",+16178765555,(617) 876-5555,3206.617415386114
mxjVk5rvPNhzYe_vt3OSQA,b-and-g-oysters-boston,B&G Oysters,https://s3-media1.fl.yelpcdn.com/bphoto/hhuEaWzkgAv4F2f2vNzkbg/o.jpg,False,https://www.yelp.com/biz/b-and-g-oysters-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1104,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 42.34388, 'longitude': -71.07123}","['delivery', 'pickup']",$$$,"{'address1': '550 Tremont St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['550 Tremont St', 'Boston, MA 02116']}",+16174230550,(617) 423-0550,436.6494308680762
_QUh5vFHSuw8R_uiFZ7XKQ,parish-cafe-and-bar-boston,Parish Cafe & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/IyX4fvBMDxxY7jI-h04AuQ/o.jpg,False,https://www.yelp.com/biz/parish-cafe-and-bar-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,1473,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 42.35194, 'longitude': -71.07168}",['delivery'],$$,"{'address1': '361 Boylston St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['361 Boylston St', 'Boston, MA 02116']}",+16172474777,(617) 247-4777,455.0319168608268
-8gJZM4xsFaFhHMjHugZcg,mastros-ocean-club-boston-2,Mastro's Ocean Club,https://s3-media1.fl.yelpcdn.com/bphoto/pOFMFbIVrGay89qGwd042g/o.jpg,False,https://www.yelp.com/biz/mastros-ocean-club-boston-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,245,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 42.354749449935426, 'longitude': -71.04446655754944}","['delivery', 'pickup']",$$$$,"{'address1': '25 Fan Pier Blvd', 'address2': None, 'address3': None, 'city': 'Boston', 'zip_code': '02210', 'country': 'US', 'state': 'MA', 'display_address': ['25 Fan Pier Blvd', 'Boston, MA 02210']}",+16175301925,(617) 530-1925,2330.617812305592
aomSkwPT4Gaywd6NM7Fs0A,flaming-grill-and-buffet-malden-2,Flaming Grill & Buffet,https://s3-media4.fl.yelpcdn.com/bphoto/naYc-U48LHACHXzZ7ikm5Q/o.jpg,False,https://www.yelp.com/biz/flaming-grill-and-buffet-malden-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,70,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 42.42521, 'longitude': -71.04236}",[],$$,"{'address1': '52 Broadway', 'address2': '', 'address3': None, 'city': 'Malden', 'zip_code': '02148', 'country': 'US', 'state': 'MA', 'display_address': ['52 Broadway', 'Malden, MA 02148']}",+17812028808,(781) 202-8808,8881.140129658534
nzyu4lcjIOH_zPMlaPbmrw,hot-pot-buffet-boston,Hot Pot Buffet,https://s3-media2.fl.yelpcdn.com/bphoto/UDHdUfiPbgqINeOlBDm6Mw/o.jpg,False,https://www.yelp.com/biz/hot-pot-buffet-boston?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,616,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",3.5,"{'latitude': 42.35136, 'longitude': -71.0598}",['delivery'],$$,"{'address1': '70 Beach St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02111', 'country': 'US', 'state': 'MA', 'display_address': ['70 Beach St', 'Boston, MA 02111']}",+16173380808,(617) 338-0808,1015.1402327906281
AkaYjquGGgmjvmnii8eELQ,gourmet-dumpling-house-boston-3,Gourmet Dumpling House,https://s3-media4.fl.yelpcdn.com/bphoto/WEGdKg-UVhf791cS40fNcQ/o.jpg,False,https://www.yelp.com/biz/gourmet-dumpling-house-boston-3?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,2119,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 42.351539128884895, 'longitude': -71.0606576731309}",['delivery'],$$,"{'address1': '52 Beach St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02111', 'country': 'US', 'state': 'MA', 'display_address': ['52 Beach St', 'Boston, MA 02111']}",+16173386223,(617) 338-6223,962.1693953226891
e0yRgMXdNxKhNrRD04KJkQ,h-mart-cambridge-cambridge-2,H Mart - Cambridge,https://s3-media2.fl.yelpcdn.com/bphoto/cxpIjhMn3kQ1uDt6rZT0GQ/o.jpg,False,https://www.yelp.com/biz/h-mart-cambridge-cambridge-2?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,277,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'food_court', 'title': 'Food Court'}]",3.5,"{'latitude': 42.365033, 'longitude': -71.102604}",[],$$,"{'address1': '581 Massachusetts Ave.', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['581 Massachusetts Ave.', 'Cambridge, MA 02139']}",+18572092747,(857) 209-2747,3208.5069294873615
ciyFbe9oyIlpI2U_OjH3ew,sapporo-ramen-at-h-mart-cambridge,Sapporo Ramen at H-Mart,https://s3-media3.fl.yelpcdn.com/bphoto/948PiIPz7DLQdR4yciZJRg/o.jpg,False,https://www.yelp.com/biz/sapporo-ramen-at-h-mart-cambridge?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,137,"[{'alias': 'ramen', 'title': 'Ramen'}]",2.0,"{'latitude': 42.3650219, 'longitude': -71.1027564}","['delivery', 'pickup']",$$,"{'address1': '581 Massachusetts Ave', 'address2': '', 'address3': '', 'city': 'Cambridge', 'zip_code': '02139', 'country': 'US', 'state': 'MA', 'display_address': ['581 Massachusetts Ave', 'Cambridge, MA 02139']}",+18572599031,(857) 259-9031,3217.8403084734014
UE-SqdFehIll8aVohPJnEA,sura-bbq-medford,SURA BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/o6VFhkMRwJT9RqSaPtub0w/o.jpg,False,https://www.yelp.com/biz/sura-bbq-medford?adjust_creative=wthJPTmKTKIWSlWcsujVAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=wthJPTmKTKIWSlWcsujVAA,384,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",3.5,"{'latitude': 42.41782748728295, 'longitude': -71.10870713421329}","['delivery', 'pickup']",$$$,"{'address1': '27 Riverside Ave', 'address2': None, 'address3': '', 'city': 'Medford', 'zip_code': '02155', 'country': 'US', 'state': 'MA', 'display_address': ['27 Riverside Ave', 'Medford, MA 02155']}",+17813915606,(781) 391-5606,8368.325259191497
